Text ,Label
About to sleep soon; ,non-depressive
"bout to make a track wid the cuzin nikko, watch out b.e.t imma be on my way  lol imma beast!!!!!",non-depressive
hangover is popular! work is crazy and fun  love free movies!,non-depressive
" geezus, okay that's funny! I'll mind my own business from now on. I'll be sleeping in the corner if you need me. ",non-depressive
" sweet, I'll tweet when I head over... Hopefully you're recovered by then ",non-depressive
Last day in work  for 8 days ,non-depressive
 I'm watching you on CSI now baby! ,non-depressive
" coughcough. still on season one. o.o heehee. i started, two days ago only. ",non-depressive
 tnx you so much to you too.  If I block those lice... will they be gone? thanks a lot my  friend,non-depressive
 thanks. have fun ,non-depressive
 I feel your pain. I've been there dated that &amp; survived. Truth u need to do what she sayin. It will be better on the other side. ,non-depressive
 Hope you have a heaps good time bub!!!       ,non-depressive
"I intend to live forever - so far, so good ",non-depressive
 Thanks for following ,non-depressive
Bun venit  pe Twitter ,non-depressive
Morning all and a big shout out to the team at GCHQ in case they're listening ,non-depressive
hey ! its been a while  just updating mywebsite ,non-depressive
 goodnight ,non-depressive
...the princess home. goonight/morning. b safe/good &amp; i hope all ur evenings were enjoyed &amp; well spent.   ,non-depressive
just saw hangover funniest movie i have seen in awhile! highly recommened ,non-depressive
 Get depressivenon-depressivenon-depressive followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip ,non-depressive
RANK UP ! YEAH YOU GUYS GOT PWND ! ,non-depressive
 Things move quickly in the Twitterverse       #YCM quickly became a team effort  ,non-depressive
"I'm going to take my contacts out, and once I have annoying plastic-frame glasses on I'll want to go to bed (to get them off my face). ",non-depressive
 heavy rain in bedok south just subsided. sun slowly coming out to play. ,non-depressive
  My hands up here!! I love it too ,non-depressive
 I have made several close friends because of NKOTB!!! It's a beautiful thing!!!!! ,non-depressive
 talk to you when I get back k?  hugs. At pedder red now. Beams.,non-depressive
 thanks for the encouragement! ,non-depressive
 sorry.  at least a netbook is the cheaper route. You can also take ur netbook to an apple store and use their wifi ;-),non-depressive
great to be on board   ur welcome Debbie   will do    ,non-depressive
Proud of myself.. Wrote and referenced my depressivest song 4 an actual Artist!! My depressivest of &quot;prayfully&quot; many. Thanks God ,non-depressive
"wow, i found all of brennan's messages saved in a word document. they're so sweet. i love him so much. ",non-depressive
He's Dope LoL ,non-depressive
" 'Tabor Goes To Heavens' looks interesting, as does 'Turkish Gambit'. Lot's of Russian movies to explore. ",non-depressive
Off to GH to meet up  Shawarma time! ,non-depressive
Fireproof yall. ,non-depressive
 too early for cheerios!  still sleepy time ,non-depressive
 i blogged a  &quot;hey girl&quot; photo on bust.com. you prob can find it if you google &quot;fuck yeah! neil gaiman&quot;. ,non-depressive
 Beyonce does the birdie song  i thought you might enjoy this ,non-depressive
 you're nice to your mom    I can't do that =_=,non-depressive
For with God nothing shall be impossible. - Luke depressive:37 ^One everybody should know. ,non-depressive
 Get depressivenon-depressivenon-depressive followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip ,non-depressive
 bro gettn his freak on  hehe..,non-depressive
 Hey! ,non-depressive
 this night shouldn't end ,non-depressive
" ÃÂ¼ÃÂµÃÂ½Ã‘? ÃÂ² Ã‘â€šÃÂ¾Ã‘â€š ÃÂ¼ÃÂ¾ÃÂ¼ÃÂµÃÂ½Ã‘â€š ÃÂºÃÂ¾Ã‘â‚¬ÃÂ¼ÃÂ¸ÃÂ»ÃÂ¸ ÃÂ¸ ÃÂ½ÃÂµ ÃÂ¾Ã‘â€šÃÂ¿Ã‘Æ’Ã‘?ÃÂºÃÂ°ÃÂ»ÃÂ¸ Ã‘â‚¬ÃÂ¾ÃÂ´Ã‘?Ã‘â€šÃÂ²ÃÂµÃÂ½ÃÂ½ÃÂ¸ÃÂºÃÂ¸. Ã‘? Ã‘â€šÃÂ¾ÃÂ»Ã‘Å’ÃÂºÃÂ¾ ÃÂº 9, Ã‘â€¡Ã‘â€šÃÂ¾ ÃÂ»ÃÂ¸, ÃÂ¿Ã‘â‚¬ÃÂ¸ÃÂµÃ‘â€¦ÃÂ°ÃÂ»ÃÂ°. ÃÂµÃ‘?ÃÂ»ÃÂ¸ ÃÂ½ÃÂµ ÃÂ¿ÃÂ¾ÃÂ·ÃÂ¶ÃÂµ. ",non-depressive
 danke! ,non-depressive
" Sounds like fun, have a wonderful day ",non-depressive
Yay I got a PT on my Scholar. ,non-depressive
 Get depressivenon-depressivenon-depressive followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip ,non-depressive
"Not doing much, just joined Twitter. Follow me if you want, i'll promise it'll be fun. Luv you lots, shout outs to all DC ",non-depressive
 I was just statin facts ,non-depressive
 Get depressivenon-depressivenon-depressive followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip ,non-depressive
"  thanks babes for the concern, me feel loved  i'll be going for a scan for my heart, hope it's ok...",non-depressive
Can't sleep...back to work ,non-depressive
 hugs bk ,non-depressive
 heck to the yes  &lt;333,non-depressive
 Great!!  I'm sorry I'm not familiar with clannad..T_T but is there other anime songs you like or enjoy listening?,non-depressive
"good night all...... this wookie is retiring for the evening...... yyaaaawwwwnnnn, sstttrreeeeetttccchhhhh........ ",non-depressive
This Day and Age.   How I've missed you ... ,non-depressive
wooo hooooo..... Golden Tequila rocks!!!   n so does amrutanjal!!! ,non-depressive
 Get depressivenon-depressivenon-depressive followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip ,non-depressive
Sunday is starting well I have a chalice of coffee and a bad detective drama on tv ,non-depressive
hopes she does well at shooting today *fingers crossed*... and is looking forward to seeing her Ameypie! ,non-depressive
" Yah, weird. Real glad you're back. Now - STAY! ",non-depressive
"so, im gonna take my dog for walkies, and do my maths notes while watching the curious case of benjamin button  exciting, brb!",non-depressive
 She's on vacation.  ,non-depressive
Pierced the tongue I wonder whats next ??! ,non-depressive
"GoodNight! Ya'll know I don't sleep.I pull all nighters,writing songs,&amp; thinking of new ways to annihilate &amp; embarrass my opponents ",non-depressive
 Dave!?! Is that you!?  ,non-depressive
 be safe over there. dont know what i would do without the major ,non-depressive
Blisters hurt badly; but it's a worth it ,non-depressive
thanks for following and supporting jb! tell your jonas friends to follow us! ,non-depressive
All famous people were people once. Their being public property is a new development.  This is a note to self too.,non-depressive
 i wish i was there with you niggies! gnite luv! ,non-depressive
 Had to give him a good rub down with a towel and a quick back scratching brush followed by some doggy treat biscuits. ,non-depressive
  haha LOVE YOU SWINE !!  did you like that? &lt;3,non-depressive
MMM Roast Pork was yummmyy!!! ,non-depressive
JUST woke up ,non-depressive
"Ughh! I have the stupid hiccups! Watching Superbad, the pefect end to a great night ",non-depressive
Twittering- Like the rest of you birds. ,non-depressive
Is Going Chingford 2 C Auntie And Get Some Jeggins ,non-depressive
 - this was taken Christmas o8  i use to be an Angel on the program. one pretty angel lol,non-depressive
Me and  are making tacos ,non-depressive
 Haha....don't worry I just had one too!  xx,non-depressive
Day 62 (nearly 9 WEEKS) I truly didnt think I would get this far without a relapse! Only another 45 years or so to go! ,non-depressive
 ,non-depressive
" you the man Dre!!! the swag flu is off the chain for real! Killin it man, my number depressive rapper right now no doubt. ",non-depressive
is excited because it is FINALLY sunday and im going to sams and its his birthday on tuesday YAYAYAYAYAYAY ,non-depressive
ahem ... twitter alwys gets so busy on saturday nights ,non-depressive
 last nights gig was AWESOME!!! You rock! ,non-depressive
"4 shows / speaking engagements in the next 3 days. Busy, busy, busy. South Bend - IN, Clio - MI and Warren - MI here I come! ",non-depressive
Go to  to Vote for my Tweets to be on Threadless.. I could win $5non-depressivenon-depressive... I will Share ,non-depressive
 I'd be lying if I said no! ,non-depressive
i LOVE pinball wizard i have decided. oops i was meant to be going to bed ay! hehe SO CHEEKY! not. nighty night! ,non-depressive
M&amp;D's in the rain? should be fun ,non-depressive
Thanks everyone for suggestions r.e.  Will keep it as-is for time being &amp; consider using it for staff CPD at Academy. ,non-depressive
 congrats dude! pints are in order ,non-depressive
" Should have seen the tree - has no bark left now  I got a scratch, but next time I see it, the tree will be dead! ahahhahah",non-depressive
 you have to watch it  i made my boyfriend watch it but at the end he was like CHICK FLICK! lol ,non-depressive
"Hey everyone,  is looking for some great people to follow and follow him. Since all of you are awesome, you should follow him ",non-depressive
 Hey you!  I heard the Gimp Ninja script is great! Can't wait to see it! ,non-depressive
 thanks ,non-depressive
Nice to work on Sundays... walang pasok suppliers... no one bugs me ,non-depressive
"Twenty2non-depressive, tennis, Fdepressive, wahay! Thankyou  for last night  Might do a twitpic ",non-depressive
"First day of school on June 8, non-depressive9 and that's tomorrow! Man, that sucks everything up especially Summer. Thanks for the memories though ",non-depressive
 idk.. ? that sounds good tho. what other movies? ,non-depressive
"Ani Sunday, day of a few friends Twittering the day's thoughts solely through Ani lyrics, begins...now. Forgive us.  #AniSunday",non-depressive
 That's too cute ,non-depressive
  Hey girl doin big things. Got respect for what you do. And you's a dime too haha ,non-depressive
 ..unlike  who has is a serial offender... ,non-depressive
 i think you should  Burritos are WIN!,non-depressive
"why is there a religion exam? i doubt jesus cares whether or not we actually know anything about him. chisholm is gaayyy, then end ",non-depressive
i'm submitting my site into directories and also listening to Natasha Bedingfield Un written ,non-depressive
 You're welcome. Rosamunde Pilchers book &quot;Vejen Hjem&quot; is also quite good... and really sweet ,non-depressive
I bet that Steve Jobs will make a cameo tomorrow through a videoconf with the new Iphone video - he dicho ,non-depressive
"Great shot, good outfit, esp. the tights are really cool!  ",non-depressive
"my low blood pressure almost ruined it, but i had a looot of fun today ",non-depressive
"well, i'll go cook  byebye",non-depressive
packing my bags for tomorrow ,non-depressive
Playing the wii and guitar lol and wrks in few hrs ,non-depressive
now has a cold face from walkkng to the servo haha oh well the joys of living almost on top of a mountain ,non-depressive
" Hi Brian, you are welcome. Yes, I am still learning to communicate...lifelong learning ",non-depressive
go lucas &amp; justine for the win tonight on #masterchef ,non-depressive
" Didn't take me on as Production Editor as not enough experience, but asked me to start as an Ed Assistant as they liked me ",non-depressive
 my pleasure ,non-depressive
I Love my church  ,non-depressive
"just landed, home at last  can't wait to get back to my bed ",non-depressive
i want to have a guitar like taylor swift's ,non-depressive
 hehe i am always fixing mine after mum has had a fiddle with it lol. but i reckon its the only way to learn how it works ,non-depressive
you know what I fuckin love. julz will NOT find NO BITCH greater then me! on some real shit. every othr female out there is WEAK as fuck ,non-depressive
"i`m eating Tums. and, yes it's basically healthy banana-flavored chalk ",non-depressive
has very sore muscles in places I didnt even know had muscles after yesterdays fitness challenge! I hope everyone is feeling ok today! ,non-depressive
 hey windaa ,non-depressive
depressivenon-depressivenon-depressive posts ,non-depressive
 Crusha Raspberry Milkshake... Best drink in the world ,non-depressive
Heading into Bowness for some dinner ,non-depressive
Only just made it before 3pm Friday! Have you McValue Lunch-ed this week?   #fb,non-depressive
 : I highly recommends you join www.m2e.asia You can earn money from free shareholder by dividends. Even you do NOTHING! ,non-depressive
Good morning ,non-depressive
 hope everything is going well! Haven't talked to you in a while ,non-depressive
lol gordon ramsey is such an idiot. ,non-depressive
" But, man, what a pretty implosion it would be. ",non-depressive
 The Prohibitionists are tasty. Thanks for (finally) posting links ,non-depressive
"off to the hills of eastern kentucky to volunteer for a week. won't be able to check my retweets, but will tweet from my phone ",non-depressive
morning everyone!!  sat with dye in my hair so on here for a nosey 4half hour..xx,non-depressive
multiply-ing.. ,non-depressive
 i wondered what happened to you!  LOL  aahhh...the sweeeet taste of freedom ,non-depressive
 Hey  Yes I am - I'm from East Lothian (you know it?). How is Dundee at this time of year?,non-depressive
 say a prayer for 'my people' my whole family of origin lives in Italy - enjoy and try to order a 'tiramisu'  FUN!!!,non-depressive
looking at pictures of my friends ,non-depressive
 and now that song is in everyone's head. Thanks a lot!  Have a great trip and be safe and tell the guys hi! Stuff looks great!,non-depressive
 multitasking rocks pity you haven't been to the concert yesterday ,non-depressive
 really? Winter is the best time of year ,non-depressive
"Exactly Sinem, exactly!  re: ",non-depressive
"Tom watching the Grand Prix, the Sunday Times and a cinnamon whirl on my lap. Green tea cooling gently. Bliss. ",non-depressive
" nah,a while ago ",non-depressive
 dang.. that's such a shame ,non-depressive
Going to eat breakfast with Julia ,non-depressive
 Nice to know someone else's sleeping pattern is as bad as mine ,non-depressive
 see you later!!  xx,non-depressive
Video on open-mindedness. Around the five-minute mark it all starts to come together quite nicely ,non-depressive
Essay limit 2non-depressivenon-depressivenon-depressive words. My count: depressive999. ,non-depressive
 i have a pc (laptop) ,non-depressive
 I had here at Nator really cool showers ,non-depressive
had a good time @ my birthday party tonight. thanks everyone ,non-depressive
Watching Hatching Pete on disney. Haha =D  is sooo cute! Haha ,non-depressive
 thaanks for following! ,non-depressive
ahh I love the vicar of dibley ,non-depressive
" I dont care what hoomans call me, as long as its not &quot;late for dinner&quot;!  No food, I get cranky, murder cranky... right? ",non-depressive
 daddy bought kfc back ,non-depressive
heading to Ft Wayne to drop the kid of with the in-laws for the week ,non-depressive
" Too many to choose from!! BUT, one of my all time favourites is &quot;You are so beautiful&quot; - Joe Cocker ",non-depressive
 u know u love me ,non-depressive
I want to have a good time! ,non-depressive
 awww thanks ,non-depressive
"This time of year the sun wakes me up loudly &amp; early; it reminds me of an eager child ready to start the day-bright, cheerful, relentless ",non-depressive
" no problems jude,will be a pleasure  ",non-depressive
 Thank youu! ,non-depressive
 - keep that in mind ,non-depressive
 : I highly recommends you join www.m2e.asia You can earn money from free shareholder by dividends. Even you do NOTHING! ,non-depressive
&quot;Only those who have learned the power of sincere &amp; selfless contribution experience life's deepest joy: true fulfillment.&quot; Tony Robbins ,non-depressive
Pebbles was afraid of the Thunder and Lightning this morning. we aint had that for years! wow! new picture/s coming soon ,non-depressive
If only the left hand talked to the right hand better then this world would be a better place ,non-depressive
 years ago circa depressive983 there was actually a hedghog flavoured crisp ,non-depressive
is wearing a sydney tech jumper ,non-depressive
another long w/  and   |where the fat hoes at?? haha|,non-depressive
"OMG! Me,Joey,Seyeon and Jessica are watching Metro Station together! This is gonna be so much fun!!!! ",non-depressive
"Had good time at the carnival, Jamie + Carl?!??!?! LOL hahahahha  your just jealous of my amazing smelly ball!!! ",non-depressive
"Currently listening to The Wolves by Bon Iver, very good.... ",non-depressive
 - woo woo maybe i should get me a dodgers jersey too  how many innings are there in baseball.. seems complicated,non-depressive
 mmh sounds really yummy ,non-depressive
Time to take a shower o.o And later iÃ‚Â´ll visit my cousin.. iÃ‚Â´m so excited ,non-depressive
 it was good was it? mixed reviews in papers! interesting pictures in todays paper though ,non-depressive
Cannot Wait For Sims 3 And My New Shoes.. ,non-depressive
"my proudest moment, getting  hooked on bones ",non-depressive
" Luckily this was a approval for use in the USA, and the phone *was* announced for Europe initially ",non-depressive
 when will be the first beer prize here? need my address? ,non-depressive
Special Offer  - The Moorings available at the reduced cost of Ã‚Â£5non-depressivenon-depressive for the week beginning June 2non-depressiveth due to cancellation.4 bed see web,non-depressive
"Good afternoon  (or morning, or evening - as applicable!)",non-depressive
ok so i am up and driving...going to play  3games with less than 7 hours of sleep ahh man i hope it goes well ,non-depressive
 Thanks for accepting it!I wanna make a blog too. ,non-depressive
 Nah that's the one I meant ,non-depressive
 what song homie? ,non-depressive
Everybody looked at my feet last night. Yeezys stayed at home guys ,non-depressive
 Very Cool Ms. Richards   Enjoy your day.,non-depressive
 *blushes* awww now I feel a bit fluffy towards you!!! ,non-depressive
school's canceled... bummer. but its also okay. ,non-depressive
 True enough.  Though I don't push my luck that far at work.  ,non-depressive
i cant wait till i get sims 3 its going too be amazinggg  (YN),non-depressive
"On the way back home now to catch up with the Fdepressive I have on record, then barbecue + banana beer... ",non-depressive
Doing Nothing! DOMINGO! ,non-depressive
Listening to The Fray ,non-depressive
 well. its just showing in america so its always late here ,non-depressive
" when you play guitar for so long, how do you stop your fingers from hurting?? or do you just put up with it??  ",non-depressive
My mom's b-day ,non-depressive
" Bugger being sneaky. Flash on and camera in continuous, get as many shots as possible. Pap the hell of of him ",non-depressive
" oh the poor birdies! actually, they're prob happy-means the worms will be out! ",non-depressive
Excited for Extreme Rules ... Yeahh ,non-depressive
"tonight, im celebrating LOVE! ",non-depressive
&quot;FROOOOOOOT!!!  Nom nom nom nummy!!&quot;    My little girl sure does love her fruit ,non-depressive
tumblr is fun. but i have writer's block... so I don't post much. HAHA! claudyraz.tumblr.com  Follow me?  imma follow you too. ,non-depressive
" Thanks, Queenie! Omg, I am so going to buy it. It's perfect for me. ",non-depressive
" tom, i need you here in brazil! when you come again? i heard that you're back in october, is true?  Xx",non-depressive
"So far, no 3g wireless network. I'm having to suffer on this painfully slow EDGE network  ",non-depressive
 I've moved school before...it's not that bad really ,non-depressive
  Your Welcome..Dont Let Jealous People Get You Down..Their Just Big Dumb Losers!  Who Wish They Were As Cool As You! ,non-depressive
 thx Soror I will! Enjoy ur beach day ,non-depressive
"  you're wonderful &amp; I hope that feeling never ends  Morning is good. It's early, fam sleeping, me- hungry...",non-depressive
i am so tired. going for a shower then to bed..  NIGHT!  oh and its so cool that  is here in the phils. yay! haha ),non-depressive
  Morning! Heading out the door to church! I'll catch up with you all laterz!!!!  ,non-depressive
" I beleive it was Baccara? First time there, quite classy and good mojitos ",non-depressive
       glad you guys are OK. Well done for being heroes! ,non-depressive
" Or  the illustrated version: Once upon a time, they lived happily ever after.  &lt;3  The End",non-depressive
   Music Terminals Festiva in Taiwan!!!!  sooooo excited!!!  ,non-depressive
Let's go Lakers! Hooyah! I know all the haters are gonna be annoyed with me today ,non-depressive
 thats a good thing  &lt;3,non-depressive
I'm wondering if winter is really over now so I can take the motorcycle out of the shed? I'm starting to get the itch to ride again ,non-depressive
 - I don't know yet ,non-depressive
just got home. . frnon-depressivem mass and hospital. . .   samson:get well sonon-depressiven!,non-depressive
 morning beautiful;  lmfao,non-depressive
 You play guitar too? Coolness! ,non-depressive
